Region,Code,Crime_name,Year,Value
Nord-est,ROADHOM,omicidi colposi da incidente stradale,2017,343
Nord-est,ROADHOM,omicidi colposi da incidente stradale,2018,287
Nord-est,ROADHOM,omicidi colposi da incidente stradale,2019,322
Nord-est,BLOWS,percosse,2010,3085
Nord-est,BLOWS,percosse,2011,3099
Nord-est,BLOWS,percosse,2012,3141
Nord-est,BLOWS,percosse,2013,3005
Nord-est,BLOWS,percosse,2014,2987
Nord-est,BLOWS,percosse,2015,3142
Nord-est,BLOWS,percosse,2016,2643
Nord-est,BLOWS,percosse,2017,2742
Nord-est,BLOWS,percosse,2018,2708
Nord-est,BLOWS,percosse,2019,2842
Nord-est,CULPINJU,lesioni dolose,2010,12039
Nord-est,CULPINJU,lesioni dolose,2011,12672
Nord-est,CULPINJU,lesioni dolose,2012,12547
Nord-est,CULPINJU,lesioni dolose,2013,12080
Nord-est,CULPINJU,lesioni dolose,2014,11966
Nord-est,CULPINJU,lesioni dolose,2015,11599
Nord-est,CULPINJU,lesioni dolose,2016,11572
Nord-est,CULPINJU,lesioni dolose,2017,12010
Nord-est,CULPINJU,lesioni dolose,2018,12162
Nord-est,CULPINJU,lesioni dolose,2019,12477
Nord-est,MENACE,minacce,2010,13842
Nord-est,MENACE,minacce,2011,13573
Nord-est,MENACE,minacce,2012,14003
Nord-est,MENACE,minacce,2013,14004
Nord-est,MENACE,minacce,2014,13870
Nord-est,MENACE,minacce,2015,13081
Nord-est,MENACE,minacce,2016,11707
Nord-est,MENACE,minacce,2017,11847
Nord-est,MENACE,minacce,2018,11632
Nord-est,MENACE,minacce,2019,11857
Nord-est,KIDNAPP,sequestri di persona,2010,211
Nord-est,KIDNAPP,sequestri di persona,2011,205
Nord-est,KIDNAPP,sequestri di persona,2012,186
Nord-est,KIDNAPP,sequestri di persona,2013,190
Nord-est,KIDNAPP,sequestri di persona,2014,173
Nord-est,KIDNAPP,sequestri di persona,2015,156
Nord-est,KIDNAPP,sequestri di persona,2016,165
Nord-est,KIDNAPP,sequestri di persona,2017,163
Nord-est,KIDNAPP,sequestri di persona,2018,155
Nord-est,KIDNAPP,sequestri di persona,2019,141
Nord-est,OFFENCE,ingiurie,2010,12747
Nord-est,OFFENCE,ingiurie,2011,12660
Nord-est,OFFENCE,ingiurie,2012,12818
Nord-est,OFFENCE,ingiurie,2013,12632
Nord-est,OFFENCE,ingiurie,2014,12249
Nord-est,OFFENCE,ingiurie,2015,11210
Nord-est,OFFENCE,ingiurie,2016,2037
Nord-est,OFFENCE,ingiurie,2017,223
Nord-est,RAPE,violenze sessuali,2010,972
Nord-est,RAPE,violenze sessuali,2011,889
Nord-est,RAPE,violenze sessuali,2012,953
Nord-est,RAPE,violenze sessuali,2013,941
Nord-est,RAPE,violenze sessuali,2014,906
Nord-est,RAPE,violenze sessuali,2015,792
Nord-est,RAPE,violenze sessuali,2016,845
Nord-est,RAPE,violenze sessuali,2017,964
Nord-est,RAPE,violenze sessuali,2018,1025
Nord-est,RAPE,violenze sessuali,2019,1105
Nord-est,RAPEUN18,atti sessuali con minorenne,2010,121
Nord-est,RAPEUN18,atti sessuali con minorenne,2011,96
Nord-est,RAPEUN18,atti sessuali con minorenne,2012,117
Nord-est,RAPEUN18,atti sessuali con minorenne,2013,100
Nord-est,RAPEUN18,atti sessuali con minorenne,2014,124
Nord-est,RAPEUN18,atti sessuali con minorenne,2015,132
Nord-est,RAPEUN18,atti sessuali con minorenne,2016,76
Nord-est,RAPEUN18,atti sessuali con minorenne,2017,124
Nord-est,RAPEUN18,atti sessuali con minorenne,2018,92
Nord-est,RAPEUN18,atti sessuali con minorenne,2019,98
Nord-est,CORRUPUN18,corruzione di minorenne,2010,48
Nord-est,CORRUPUN18,corruzione di minorenne,2011,33
Nord-est,CORRUPUN18,corruzione di minorenne,2012,31
Nord-est,CORRUPUN18,corruzione di minorenne,2013,52
Nord-est,CORRUPUN18,corruzione di minorenne,2014,48
Nord-est,CORRUPUN18,corruzione di minorenne,2015,43
Nord-est,CORRUPUN18,corruzione di minorenne,2016,39
Nord-est,CORRUPUN18,corruzione di minorenne,2017,45
Nord-est,CORRUPUN18,corruzione di minorenne,2018,34
Nord-est,CORRUPUN18,corruzione di minorenne,2019,48
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2010,315
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2011,308
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2012,265
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2013,263
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2014,216
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2015,213
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2016,181
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2017,163
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2018,116
Nord-est,PROSTI,sfruttamento e favoreggiamento della prostituzione,2019,126
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2010,76
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2011,64
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2012,80
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2013,85
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2014,136
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2015,134
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2016,97
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2017,117
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2018,144
Nord-est,PORNO,pornografia minorile e detenzione di materiale pedopornografico,2019,164
Nord-est,THEFT,furti,2010,254085
Nord-est,THEFT,furti,2011,288858
Nord-est,THEFT,furti,2012,306849
Nord-est,THEFT,furti,2013,313661
Nord-est,THEFT,furti,2014,320370
Nord-est,THEFT,furti,2015,293605
Nord-est,THEFT,furti,2016,268955
Nord-est,THEFT,furti,2017,247645
Nord-est,THEFT,furti,2018,231392
Nord-est,THEFT,furti,2019,211002
Nord-est,BAGTHEF,furti con strappo,2010,1190
Nord-est,BAGTHEF,furti con strappo,2011,1596
Nord-est,BAGTHEF,furti con strappo,2012,1776
Nord-est,BAGTHEF,furti con strappo,2013,1947
Nord-est,BAGTHEF,furti con strappo,2014,1893
Nord-est,BAGTHEF,furti con strappo,2015,2049
Nord-est,BAGTHEF,furti con strappo,2016,2034
Nord-est,BAGTHEF,furti con strappo,2017,2120
Nord-est,BAGTHEF,furti con strappo,2018,1772
Nord-est,BAGTHEF,furti con strappo,2019,1489
Nord-est,PICKTHEF,furti con destrezza,2010,23352
Nord-est,PICKTHEF,furti con destrezza,2011,28443
Nord-est,PICKTHEF,furti con destrezza,2012,32650
Nord-est,PICKTHEF,furti con destrezza,2013,36725
Nord-est,PICKTHEF,furti con destrezza,2014,38890
Nord-est,PICKTHEF,furti con destrezza,2015,39045
Nord-est,PICKTHEF,furti con destrezza,2016,36494
Nord-est,PICKTHEF,furti con destrezza,2017,36651
Nord-est,PICKTHEF,furti con destrezza,2018,33643
Nord-est,PICKTHEF,furti con destrezza,2019,30409
Nord-est,BURGTHEF,furti in abitazioni,2010,31299
Nord-est,BURGTHEF,furti in abitazioni,2011,41538
Nord-est,BURGTHEF,furti in abitazioni,2012,50384
Nord-est,BURGTHEF,furti in abitazioni,2013,54923
Nord-est,BURGTHEF,furti in abitazioni,2014,59452
Nord-est,BURGTHEF,furti in abitazioni,2015,52135
Nord-est,BURGTHEF,furti in abitazioni,2016,48902
Nord-est,BURGTHEF,furti in abitazioni,2017,44288
Nord-est,BURGTHEF,furti in abitazioni,2018,43654
Nord-est,BURGTHEF,furti in abitazioni,2019,39337
Nord-est,SHOPTHEF,furti in esercizi commerciali,2010,20075
Nord-est,SHOPTHEF,furti in esercizi commerciali,2011,21200
Nord-est,SHOPTHEF,furti in esercizi commerciali,2012,22651
Nord-est,SHOPTHEF,furti in esercizi commerciali,2013,24257
Nord-est,SHOPTHEF,furti in esercizi commerciali,2014,25512
Nord-est,SHOPTHEF,furti in esercizi commerciali,2015,24941
Nord-est,SHOPTHEF,furti in esercizi commerciali,2016,22793
Nord-est,SHOPTHEF,furti in esercizi commerciali,2017,20900
Nord-est,SHOPTHEF,furti in esercizi commerciali,2018,19206
Nord-est,SHOPTHEF,furti in esercizi commerciali,2019,17159
Nord-est,VEHITHEF,furti in auto in sosta,2010,39699
Nord-est,VEHITHEF,furti in auto in sosta,2011,41315
Nord-est,VEHITHEF,furti in auto in sosta,2012,40939
Nord-est,VEHITHEF,furti in auto in sosta,2013,40700
Nord-est,VEHITHEF,furti in auto in sosta,2014,42283
Nord-est,VEHITHEF,furti in auto in sosta,2015,38826
Nord-est,VEHITHEF,furti in auto in sosta,2016,35671
Nord-est,VEHITHEF,furti in auto in sosta,2017,31235
Nord-est,VEHITHEF,furti in auto in sosta,2018,30553
Nord-est,VEHITHEF,furti in auto in sosta,2019,28586
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2010,148
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2011,140
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2012,139
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2013,121
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2014,185
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2015,94
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2016,85
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2017,85
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2018,75
Nord-est,ARTTHEF,furti di opere d'arte e materiale archeologico,2019,63
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2010,222
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2011,165
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2012,175
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2013,192
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2014,140
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2015,163
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2016,124
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2017,75
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2018,90
Nord-est,TRUCKTHEF,furti di automezzi pesanti trasportanti merci,2019,80
Nord-est,MOPETHEF,furti di ciclomotori,2010,4098
Nord-est,MOPETHEF,furti di ciclomotori,2011,4189
Nord-est,MOPETHEF,furti di ciclomotori,2012,4110
Nord-est,MOPETHEF,furti di ciclomotori,2013,3048
Nord-est,MOPETHEF,furti di ciclomotori,2014,2477
Nord-est,MOPETHEF,furti di ciclomotori,2015,2009
Nord-est,MOPETHEF,furti di ciclomotori,2016,1664
Nord-est,MOPETHEF,furti di ciclomotori,2017,1526
Nord-est,MOPETHEF,furti di ciclomotori,2018,1163
Nord-est,MOPETHEF,furti di ciclomotori,2019,1072
Nord-est,MOTORTHEF,furti di motocicli,2010,2153
Nord-est,MOTORTHEF,furti di motocicli,2011,2709
Nord-est,MOTORTHEF,furti di motocicli,2012,2762
Nord-est,MOTORTHEF,furti di motocicli,2013,2471
Nord-est,MOTORTHEF,furti di motocicli,2014,2204
Nord-est,MOTORTHEF,furti di motocicli,2015,1807
Nord-est,MOTORTHEF,furti di motocicli,2016,1580
Nord-est,MOTORTHEF,furti di motocicli,2017,1572
Nord-est,MOTORTHEF,furti di motocicli,2018,1174
Nord-est,MOTORTHEF,furti di motocicli,2019,1163
Nord-est,CARTHEF,furti di autovetture,2010,7851
Nord-est,CARTHEF,furti di autovetture,2011,7448
Nord-est,CARTHEF,furti di autovetture,2012,7224
Nord-est,CARTHEF,furti di autovetture,2013,6677
Nord-est,CARTHEF,furti di autovetture,2014,6700
Nord-est,CARTHEF,furti di autovetture,2015,5987
Nord-est,CARTHEF,furti di autovetture,2016,5388
Nord-est,CARTHEF,furti di autovetture,2017,4589
Nord-est,CARTHEF,furti di autovetture,2018,4356
Nord-est,CARTHEF,furti di autovetture,2019,4049
Nord-est,ROBBER,rapine,2010,3342
Nord-est,ROBBER,rapine,2011,3997
Nord-est,ROBBER,rapine,2012,4300
Nord-est,ROBBER,rapine,2013,4792
Nord-est,ROBBER,rapine,2014,4546
Nord-est,ROBBER,rapine,2015,4275
Nord-est,ROBBER,rapine,2016,3903
Nord-est,ROBBER,rapine,2017,3858
Nord-est,ROBBER,rapine,2018,3761
Nord-est,ROBBER,rapine,2019,3360
Nord-est,HOUSEROB,rapine in abitazione,2010,284
Nord-est,HOUSEROB,rapine in abitazione,2011,393
Nord-est,HOUSEROB,rapine in abitazione,2012,482
Nord-est,HOUSEROB,rapine in abitazione,2013,488
Nord-est,HOUSEROB,rapine in abitazione,2014,509
Nord-est,HOUSEROB,rapine in abitazione,2015,479
Nord-est,HOUSEROB,rapine in abitazione,2016,397
Nord-est,HOUSEROB,rapine in abitazione,2017,408
Nord-est,HOUSEROB,rapine in abitazione,2018,376
Nord-est,HOUSEROB,rapine in abitazione,2019,302
Nord-est,BANKROB,rapine in banca,2010,209
Nord-est,BANKROB,rapine in banca,2011,202
Nord-est,BANKROB,rapine in banca,2012,196
Nord-est,BANKROB,rapine in banca,2013,211
Nord-est,BANKROB,rapine in banca,2014,126
Nord-est,BANKROB,rapine in banca,2015,153
Nord-est,BANKROB,rapine in banca,2016,87
Nord-est,BANKROB,rapine in banca,2017,63
Nord-est,BANKROB,rapine in banca,2018,41
Nord-est,BANKROB,rapine in banca,2019,45
Nord-est,POSTROB,rapine in uffici postali,2010,30
Nord-est,POSTROB,rapine in uffici postali,2011,43
Nord-est,POSTROB,rapine in uffici postali,2012,44
Nord-est,POSTROB,rapine in uffici postali,2013,35
Nord-est,POSTROB,rapine in uffici postali,2014,35
Nord-est,POSTROB,rapine in uffici postali,2015,21
Nord-est,POSTROB,rapine in uffici postali,2016,39
Nord-est,POSTROB,rapine in uffici postali,2017,28
Nord-est,POSTROB,rapine in uffici postali,2018,24
Nord-est,POSTROB,rapine in uffici postali,2019,21
Nord-est,SHOPROB,rapine in esercizi commerciali,2010,687
Nord-est,SHOPROB,rapine in esercizi commerciali,2011,733
Nord-est,SHOPROB,rapine in esercizi commerciali,2012,720
Nord-est,SHOPROB,rapine in esercizi commerciali,2013,786
Nord-est,SHOPROB,rapine in esercizi commerciali,2014,794
Nord-est,SHOPROB,rapine in esercizi commerciali,2015,707
Nord-est,SHOPROB,rapine in esercizi commerciali,2016,677
Nord-est,SHOPROB,rapine in esercizi commerciali,2017,711
Nord-est,SHOPROB,rapine in esercizi commerciali,2018,658
Nord-est,SHOPROB,rapine in esercizi commerciali,2019,647
Nord-est,STREETROB,rapine in pubblica via,2010,1380
Nord-est,STREETROB,rapine in pubblica via,2011,1792
Nord-est,STREETROB,rapine in pubblica via,2012,1949
Nord-est,STREETROB,rapine in pubblica via,2013,2245
Nord-est,STREETROB,rapine in pubblica via,2014,2180
Nord-est,STREETROB,rapine in pubblica via,2015,2056
Nord-est,STREETROB,rapine in pubblica via,2016,1960
Nord-est,STREETROB,rapine in pubblica via,2017,1881
Nord-est,STREETROB,rapine in pubblica via,2018,1930
Nord-est,STREETROB,rapine in pubblica via,2019,1701
Nord-est,EXTORT,estorsioni,2010,676
Nord-est,EXTORT,estorsioni,2011,646
Nord-est,EXTORT,estorsioni,2012,845
Nord-est,EXTORT,estorsioni,2013,895
Nord-est,EXTORT,estorsioni,2014,1260
Nord-est,EXTORT,estorsioni,2015,1567
Nord-est,EXTORT,estorsioni,2016,1554
Nord-est,EXTORT,estorsioni,2017,1324
Nord-est,EXTORT,estorsioni,2018,1428
Nord-est,EXTORT,estorsioni,2019,1343
Nord-est,SWINCYB,truffe e frodi informatiche,2010,16300
Nord-est,SWINCYB,truffe e frodi informatiche,2011,17055
Nord-est,SWINCYB,truffe e frodi informatiche,2012,19902
Nord-est,SWINCYB,truffe e frodi informatiche,2013,26825
Nord-est,SWINCYB,truffe e frodi informatiche,2014,24811
Nord-est,SWINCYB,truffe e frodi informatiche,2015,27897
Nord-est,SWINCYB,truffe e frodi informatiche,2016,28385
Nord-est,SWINCYB,truffe e frodi informatiche,2017,30082
Nord-est,SWINCYB,truffe e frodi informatiche,2018,34067
Nord-est,SWINCYB,truffe e frodi informatiche,2019,39552
Nord-est,CYBERCRIM,delitti informatici,2010,1031
Nord-est,CYBERCRIM,delitti informatici,2011,1164
Nord-est,CYBERCRIM,delitti informatici,2012,1311
Nord-est,CYBERCRIM,delitti informatici,2013,1581
Nord-est,CYBERCRIM,delitti informatici,2014,1730
Nord-est,CYBERCRIM,delitti informatici,2015,1724
Nord-est,CYBERCRIM,delitti informatici,2016,1744
Nord-est,CYBERCRIM,delitti informatici,2017,1768
Nord-est,CYBERCRIM,delitti informatici,2018,2162
Nord-est,CYBERCRIM,delitti informatici,2019,2882
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2010,1669
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2011,1101
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2012,1145
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2013,1006
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2014,1113
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2015,1242
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2016,910
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2017,678
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2018,634
Nord-est,COUNTER,contraffazione di marchi e prodotti industriali,2019,520
Nord-est,INTPROP,violazione della proprietà intellettuale,2010,111
Nord-est,INTPROP,violazione della proprietà intellettuale,2011,57
Nord-est,INTPROP,violazione della proprietà intellettuale,2012,56
Nord-est,INTPROP,violazione della proprietà intellettuale,2013,41
Nord-est,INTPROP,violazione della proprietà intellettuale,2014,39
Nord-est,INTPROP,violazione della proprietà intellettuale,2015,37
Nord-est,INTPROP,violazione della proprietà intellettuale,2016,43
Nord-est,INTPROP,violazione della proprietà intellettuale,2017,37
Nord-est,INTPROP,violazione della proprietà intellettuale,2018,14
Nord-est,INTPROP,violazione della proprietà intellettuale,2019,25
Nord-est,RECEIV,ricettazione,2010,3709
Nord-est,RECEIV,ricettazione,2011,3792
Nord-est,RECEIV,ricettazione,2012,4027
Nord-est,RECEIV,ricettazione,2013,4716
Nord-est,RECEIV,ricettazione,2014,4253
Nord-est,RECEIV,ricettazione,2015,3975
Nord-est,RECEIV,ricettazione,2016,3658
Nord-est,RECEIV,ricettazione,2017,3396
Nord-est,RECEIV,ricettazione,2018,2945
Nord-est,RECEIV,ricettazione,2019,2514
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2010,189
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2011,163
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2012,251
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2013,269
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2014,191
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2015,262
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2016,238
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2017,298
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2018,354
Nord-est,MONEYLAU,"riciclaggio e impiego di denaro, beni o utilità di provenienza illecita",2019,317
Nord-est,USURY,usura,2010,56
Nord-est,USURY,usura,2011,39
Nord-est,USURY,usura,2012,48
Nord-est,USURY,usura,2013,97
Nord-est,USURY,usura,2014,93
Nord-est,USURY,usura,2015,67
Nord-est,USURY,usura,2016,135
Nord-est,USURY,usura,2017,60
Nord-est,USURY,usura,2018,20
Nord-est,USURY,usura,2019,20
Nord-est,DAMAGE,danneggiamenti,2010,69288
Nord-est,DAMAGE,danneggiamenti,2011,67619
Nord-est,DAMAGE,danneggiamenti,2012,61589
Nord-est,DAMAGE,danneggiamenti,2013,58900
Nord-est,DAMAGE,danneggiamenti,2014,48252
Nord-est,DAMAGE,danneggiamenti,2015,48677
Nord-est,DAMAGE,danneggiamenti,2016,42199
Nord-est,DAMAGE,danneggiamenti,2017,42083
Nord-est,DAMAGE,danneggiamenti,2018,44116
Nord-est,DAMAGE,danneggiamenti,2019,44008
Nord-est,ARSON,incendi,2010,851
Nord-est,ARSON,incendi,2011,1017
Nord-est,ARSON,incendi,2012,1153
Nord-est,ARSON,incendi,2013,706
Nord-est,ARSON,incendi,2014,618
Nord-est,ARSON,incendi,2015,716
Nord-est,ARSON,incendi,2016,655
Nord-est,ARSON,incendi,2017,734
Nord-est,ARSON,incendi,2018,433
Nord-est,ARSON,incendi,2019,550
Nord-est,FOREARS,incendi boschivi,2010,54
Nord-est,FOREARS,incendi boschivi,2011,195
Nord-est,FOREARS,incendi boschivi,2012,310
Nord-est,FOREARS,incendi boschivi,2013,69
Nord-est,FOREARS,incendi boschivi,2014,43
Nord-est,FOREARS,incendi boschivi,2015,105
Nord-est,FOREARS,incendi boschivi,2016,109
Nord-est,FOREARS,incendi boschivi,2017,213
Nord-est,FOREARS,incendi boschivi,2018,28
Nord-est,FOREARS,incendi boschivi,2019,100
Nord-est,DAMARS,danneggiamento seguito da incendio,2010,785
Nord-est,DAMARS,danneggiamento seguito da incendio,2011,955
Nord-est,DAMARS,danneggiamento seguito da incendio,2012,945
Nord-est,DAMARS,danneggiamento seguito da incendio,2013,790
Nord-est,DAMARS,danneggiamento seguito da incendio,2014,688
Nord-est,DAMARS,danneggiamento seguito da incendio,2015,749
Nord-est,DAMARS,danneggiamento seguito da incendio,2016,669
Nord-est,DAMARS,danneggiamento seguito da incendio,2017,775
Nord-est,DAMARS,danneggiamento seguito da incendio,2018,634
Nord-est,DAMARS,danneggiamento seguito da incendio,2019,616
Nord-est,DRUG,normativa sugli stupefacenti,2010,5441
Nord-est,DRUG,normativa sugli stupefacenti,2011,5670
Nord-est,DRUG,normativa sugli stupefacenti,2012,5537
Nord-est,DRUG,normativa sugli stupefacenti,2013,5489
Nord-est,DRUG,normativa sugli stupefacenti,2014,5378
Nord-est,DRUG,normativa sugli stupefacenti,2015,5253
Nord-est,DRUG,normativa sugli stupefacenti,2016,5960
Nord-est,DRUG,normativa sugli stupefacenti,2017,6752
Nord-est,DRUG,normativa sugli stupefacenti,2018,6858
Nord-est,DRUG,normativa sugli stupefacenti,2019,6621
Nord-est,ATTACK,attentati,2010,48
Nord-est,ATTACK,attentati,2011,47
Nord-est,ATTACK,attentati,2012,41
Nord-est,ATTACK,attentati,2013,63
Nord-est,ATTACK,attentati,2014,49
Nord-est,ATTACK,attentati,2015,38
Nord-est,ATTACK,attentati,2016,59
Nord-est,ATTACK,attentati,2017,30
Nord-est,ATTACK,attentati,2018,62
Nord-est,ATTACK,attentati,2019,23
Nord-est,CRIMASS,associazione per delinquere,2010,105
Nord-est,CRIMASS,associazione per delinquere,2011,112
Nord-est,CRIMASS,associazione per delinquere,2012,88
Nord-est,CRIMASS,associazione per delinquere,2013,145
Nord-est,CRIMASS,associazione per delinquere,2014,112
Nord-est,CRIMASS,associazione per delinquere,2015,169
Nord-est,CRIMASS,associazione per delinquere,2016,131
Nord-est,CRIMASS,associazione per delinquere,2017,73
Nord-est,CRIMASS,associazione per delinquere,2018,65
Nord-est,CRIMASS,associazione per delinquere,2019,45
Nord-est,MAFIASS,associazione di tipo mafioso,2010,1
Nord-est,MAFIASS,associazione di tipo mafioso,2011,2
Nord-est,MAFIASS,associazione di tipo mafioso,2012,2
Nord-est,MAFIASS,associazione di tipo mafioso,2013,3
Nord-est,MAFIASS,associazione di tipo mafioso,2014,0
Nord-est,MAFIASS,associazione di tipo mafioso,2015,3
Nord-est,MAFIASS,associazione di tipo mafioso,2016,2
Nord-est,MAFIASS,associazione di tipo mafioso,2017,0
Nord-est,MAFIASS,associazione di tipo mafioso,2018,0
Nord-est,MAFIASS,associazione di tipo mafioso,2019,1
Nord-est,SMUGGL,contrabbando,2010,36
Nord-est,SMUGGL,contrabbando,2011,32
Nord-est,SMUGGL,contrabbando,2012,50
Nord-est,SMUGGL,contrabbando,2013,37
Nord-est,SMUGGL,contrabbando,2014,32
Nord-est,SMUGGL,contrabbando,2015,55
Nord-est,SMUGGL,contrabbando,2016,5
Nord-est,SMUGGL,contrabbando,2017,2
Nord-est,SMUGGL,contrabbando,2018,3
Nord-est,SMUGGL,contrabbando,2019,5
Nord-est,OTHCRIM,altri delitti,2010,75211
Nord-est,OTHCRIM,altri delitti,2011,72551
Nord-est,OTHCRIM,altri delitti,2012,74405
Nord-est,OTHCRIM,altri delitti,2013,86983
Nord-est,OTHCRIM,altri delitti,2014,81148
Nord-est,OTHCRIM,altri delitti,2015,79426
Nord-est,OTHCRIM,altri delitti,2016,79694
Nord-est,OTHCRIM,altri delitti,2017,85868
Nord-est,OTHCRIM,altri delitti,2018,84253
Nord-est,OTHCRIM,altri delitti,2019,90035
Nord-est,TOT,totale,2010,476967
Nord-est,TOT,totale,2011,509123
Nord-est,TOT,totale,2012,527300
Nord-est,TOT,totale,2013,550909
Nord-est,TOT,totale,2014,537860
Nord-est,TOT,totale,2015,510806
Nord-est,TOT,totale,2016,468801
Nord-est,TOT,totale,2017,454444
Nord-est,TOT,totale,2018,441825
Nord-est,TOT,totale,2019,432937
Trentino Alto Adige / Südtirol,MASSMURD,strage,2010,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2011,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2012,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2013,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2014,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2015,1
Trentino Alto Adige / Südtirol,MASSMURD,strage,2016,0
Trentino Alto Adige / Südtirol,MASSMURD,strage,2017,1
Trentino Alto Adige / Südtirol,MASSMURD,strage,2018,1
Trentino Alto Adige / Südtirol,MASSMURD,strage,2019,0
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2010,4
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2011,3
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2012,4
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2013,6
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2014,1
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2015,5
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2016,3
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2017,5
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2018,6
Trentino Alto Adige / Südtirol,INTENHOM,omicidi volontari consumati,2019,4
Trentino Alto Adige / Südtirol,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2010,0
Trentino Alto Adige / Südtirol,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2011,0
Trentino Alto Adige / Südtirol,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2012,0
Trentino Alto Adige / Südtirol,ROBBHOM,omicidi volontari consumati a scopo di furto o rapina,2013,0
